luz,humedad,acidez,crecimiento
-0.250919762305275,0.3963234280394903,-0.6297341423227607,1.9205414737911912
0.9014286128198323,0.07219273268824078,0.08380189475671629,2.8634407962594297
0.4639878836228102,-0.3809447674273445,0.7458916717528166,0.4201945606381148
0.1973169683940732,0.6275900394138973,0.46444977281912236,2.185364242796819
-0.687962719115127,0.36946234510775855,0.6131222957228994,-0.2501230437376363
-0.6880109593275947,-0.6747661213102174,0.3175667334214347,-2.0431208946970587
-0.8838327756636011,0.8218543689876849,0.38455312903570493,0.4914900576124628
0.7323522915498704,0.645074485846338,0.6983913031306386,3.0564622516617783
0.2022300234864176,0.8995998265838481,-0.5006639822816281,3.7043236824221593
0.416145155592091,0.45143901677671994,-0.021150072713719048,2.756318417451341
-0.9588310114083951,0.22683039187157972,-0.5575811163607955,0.09357987728716477
0.9398197043239886,-0.16351392741876225,0.975336015993294,1.5772755378171588
0.6648852816008435,0.8654569667080265,0.8881186793732265,3.1725658172445135
-0.5753217786434477,0.7321277790008167,-0.9211463772629882,2.2347583779777263
-0.6363500655857988,-0.9095626597876212,0.41115034503137693,-2.502975795778217
-0.6331909802931324,-0.947266051005496,0.8504966348313316,-3.0114106974285884
-0.39151551408092455,-0.2470732662439008,-0.6388493097453329,0.3616717490956822
0.04951286326447568,0.6211066615636658,0.13589046110525893,2.205348588551024
-0.13610996271576847,0.9745522586298889,0.8309765951760837,1.8459079966521572
-0.4175417196039162,-0.6991662177929436,-0.9321080428284023,-0.3013078319653173
0.22370578944475894,0.18826143070427026,0.39484053449367984,1.4290939058043786
-0.7210122786959163,-0.23821828673795697,-0.40530198525489847,-0.5131591456128481
-0.4157107029295637,0.9398287956292064,0.8487923907530608,1.1994437946462246
-0.2672763134126166,0.6842378462714174,0.9421164903307355,0.891806575386866
-0.08786003156592814,0.6766574094222757,0.8885329782268678,1.2890617774858273
0.5703519227860272,-0.06261368041005944,-0.051571566685072456,2.067048051437008
-0.6006524356832805,-0.17036099532466964,0.7240853019786269,-1.266112163994527
0.02846887682722321,-0.45318585613858753,0.6890987970701408,-0.5385327556928694
0.18482913772408494,-0.8872490066981458,-0.36179905351348873,-0.043040684434632936
-0.9070991745600046,0.7294447525101064,0.6578309483013547,-0.01313979240115093
0.21508970380287673,0.6258020182601551,-0.9259847305690148,3.6077681746950785
-0.6589517526254169,0.9994353465722612,0.19253975696410608,1.4884274309295824
-0.869896814029441,0.9932736741478108,-0.5399823254245939,1.7867360456613335
0.8977710745066665,0.11086341120525489,-0.7588662284454424,3.776135199869285
0.9312640661491187,0.537974830361021,-0.8460935967415817,4.784571389761862
0.6167946962329223,0.889531459764856,0.3925775517562795,3.620074760239277
-0.39077246165325863,0.6992947813548229,-0.3202500724638677,1.9372947118669963
-0.8046557719872323,-0.5053037965136047,0.4495335430575229,-2.0694526800591966
0.3684660530243138,-0.09891172937981296,-0.8692873184021153,2.408395965691117
-0.1196950125207974,-0.74168116969701,-0.36941932433877933,-0.3533330400968355
-0.7559235303104423,0.9081020545174447,0.07898258475067443,1.2253744636633304
-0.00964617977745963,0.2123492689017601,0.5814463296779271,0.8239598485706738
-0.9312229577695632,-0.5427143889930746,-0.36249499413586017,-1.5853796993894154
0.8186408041575641,0.34340136881171346,0.2517827528740182,3.072301593064537
-0.48244003679996617,0.23625648091579166,0.7719554964723743,-0.2643226082407233
0.32504456870796394,-0.283674563934319,0.23172637636460913,0.8510136331826808
-0.3765778478211781,-0.772884815600742,-0.5340810504927325,-0.7648442763511076
0.040136042355621626,0.3431463911855992,-0.951198436886924,2.717763303969366
0.0934205586865593,0.040615401807586604,0.7401977478018598,0.527874173186432
-0.6302910889489459,0.5446367834712786,-0.9574611782992257,1.7861525673438912
0.9391692555291171,0.040327002223986774,0.7494033453683988,2.209589170137809
0.5502656467222291,0.7043630006370802,0.05787426805442397,3.4513830266641947
0.8789978831283782,0.10381367754897108,0.8781353970257924,2.0874877243289065
0.7896547008552977,0.12187594307077254,0.5975664715473308,2.22549481630481
0.19579995762217028,0.75330720531669,0.9958682210666749,1.9023461048110457
0.8437484700462337,-0.19303426757520592,-0.2985763690965797,2.600004774038635
-0.823014995896161,-0.7319695430987185,0.5343765778622538,-2.644345655852013
